barcode,product_name,retailer_name,suspicious_price,median_price_for_barcode,reason_for_flag
7290106722415,שוקולד פרה ממולדה לבנה - שוקולד לבן ושוקולד חלב במילוי קרם בטעם תות,Good Pharm,8.9,5.45,Suspiciously Low Price
7290106724419,"עלית - חיוכים וניל 150 גרם בד""ץ",Good Pharm,5.9,5.9,Suspiciously Low Price
7290106724990,טורטית לבנה 40 גרם,Good Pharm,4.9,5.9,Suspiciously Low Price
7290106724990,טורטית לבנה 40 גרם,Super-Pharm,6.9,5.9,Suspiciously Low Price
7290106951068,לייף מקלוני אוזניים קופסא 400 יח,Super-Pharm,7.9,7.9,Suspiciously Low Price
7290106952140,לייף מקלוני עץ שקית 100 יח ח.א יבוא ושיו,Super-Pharm,2.9,2.9,Suspiciously Low Price
7290106954434,לייף מקלוני עץ שקית 300 יח ח.א יבוא ושיו,Super-Pharm,8.9,8.9,Suspiciously Low Price
7290106955431,סאנדיי כפפות  S-M,Super-Pharm,7.9,7.9,Suspiciously Low Price
7290106955950,גומי רב פעמיות לניקיון L-XL זוג כפפות (₪3.95 ליחידה),Super-Pharm,3.95,3.95,Suspected Unit Price (Keyword)
7290106956445,לייף צמרונים לתיקון איפור-70 יחידות,Super-Pharm,7.9,7.9,Suspiciously Low Price
7290106959286,DENTAL מברשת שיניים פרו אינטרדנטלי סופט מארז שלישייה (₪8.97 ליחידה),Super-Pharm,8.97,8.97,Suspected Unit Price (Keyword)
7290106959293,DENTAL מברשת שיניים קומפורט וויט סופט-מדיום זוג (₪10.95 ליחידה),Super-Pharm,10.95,10.95,Suspected Unit Price (Keyword)
7290106960008,לשיער מארז זוג,Super-Pharm,5.0,5.0,Suspiciously Low Price
7290106960794,לייף פדי אלכוהול 70% TO GO (₪0.20 ליחידה),Super-Pharm,0.2,0.2,Suspected Unit Price (Keyword)
7290106960930,לייף מקלוני אזניים שקית 100 יח  ח.א יבוא,Super-Pharm,1.9,1.9,Suspiciously Low Price
7290106964396,לייף בקבוק מים מינרלים 0.33 דיסני ילדים,Super-Pharm,4.9,4.9,Suspiciously Low Price
7290106965638,צבע משולבת,Super-Pharm,5.0,5.0,Suspiciously Low Price
7290106965966,לייף Z שמפו זבנג (₪7.47 ל-),Super-Pharm,7.47,7.47,Suspiciously Low Price
7290106965973,לייף Z מרכך זבנג (₪7.47 ל-),Super-Pharm,7.47,7.47,Suspiciously Low Price
7290106967656,OXY ספריי מסיר כתמים (₪1.72 ל-),Super-Pharm,1.72,1.72,Suspiciously Low Price
7290106969124,לייף מים מינרלים 500 מל בודד מורד.אלפים,Super-Pharm,6.9,6.9,Suspiciously Low Price
7290106969780,רצפות בתוספת ווקס בניחוח פרחי אביב (₪8.45 ל-),Super-Pharm,8.45,8.45,Suspiciously Low Price
7290107280020,לחות לניקוי כללי אריזת שלישייה (₪6.97 ליחידה),Super-Pharm,6.97,6.97,Suspected Unit Price (Keyword)
7290107280723,נוזל כלים בניחוח לימון (₪1.56 ל-),Super-Pharm,1.56,1.56,Suspiciously Low Price
7290107931397,כיף כף פצפצים,Super-Pharm,8.0,8.0,Suspiciously Low Price
7290107931465,אנרג'י - פריכיות תחתית שוקולד לבן 70 גרם,Good Pharm,9.9,10.4,Suspiciously Low Price
7290107944243,אפיפיות בטעם שוקולד 200 גרם כשר לפסח,Good Pharm,9.9,12.4,Suspiciously Low Price
7290107944380,"אגוזי כשל""פ",Good Pharm,4.9,4.9,Suspiciously Low Price
7290107944380,"אגוזי כשל""פ",Super-Pharm,4.9,4.9,Suspiciously Low Price
7290107951104,בפלות שוקולד,Good Pharm,5.9,5.9,Suspiciously Low Price
7290107951111,עלית - בפלות לימון 200 גרם,Good Pharm,5.9,6.9,Suspiciously Low Price
7290107951111,עלית - בפלות לימון 200 גרם,Super-Pharm,7.9,6.9,Suspiciously Low Price
7290107951548,עלית - בלונדי שקדים 100 גרם,Good Pharm,10.9,10.9,Suspected Unit Price (Keyword)
7290107951623,עלית - בלונדי קרמל ומלח 100 גרם,Good Pharm,10.9,10.9,Suspected Unit Price (Keyword)
7290107959070,טעמי בלונדי 40 גרם,Super-Pharm,5.9,5.9,Suspiciously Low Price
7290107971744,פה טוטאל ירוק ספרמינט 12 שעות הגנה ללא אלכוהול (₪7.18 ל-),Super-Pharm,7.18,16.9,Suspiciously Low Price
7290107973038,ידיים אקווריום להזנת העור (₪4.63 ל-),Super-Pharm,4.63,7.3149999999999995,Suspiciously Low Price
7290107974066,מאסטר שף עלי טורטייה דגנים 320 גרם,Super-Pharm,8.5,8.5,Suspiciously Low Price
7290107974073,מאסטר שף עלי טורטייה קמח לבן 320 גרם,Super-Pharm,9.9,9.9,Suspiciously Low Price
7290107976848,מוצק מועשר בתמציות קמומיל וויטמין E 90X (₪6.92 ל-),Super-Pharm,6.92,8.46,Suspiciously Low Price
7290107978323,מאסטר שף איטריות דקיקות 400 גרם,Super-Pharm,4.9,4.9,Suspiciously Low Price
7290107978330,מאסטר שף איטריות דקות 400 גרם,Super-Pharm,5.9,5.9,Suspiciously Low Price
7290108274660,לפתניה קרם 25 ח',Good Pharm,4.9,4.9,Suspiciously Low Price
7290108338133,GOOD PHARM - סיכות אטב זוג,Good Pharm,9.9,9.9,Suspiciously Low Price
7290108338140,GOOD PHARM - קשת ורודה עם פפיון,Good Pharm,9.9,9.9,Suspiciously Low Price
7290108338157,GOOD PHARM - גומיות מסולסלות צבעוניות 4 יח',Good Pharm,9.9,9.9,Suspiciously Low Price
7290108350722,שיניים לילדים עם פלואוריד למניעת עששת בוב ספוג בטעם ענבים מרענן גילאי +6 (₪17.14 ל-),Good Pharm,8.0,12.5,Suspiciously Low Price
7290108350753,אורביטול - משחת שיניים פרוטקט פרש 145 גרם,Good Pharm,9.9,9.9,Suspiciously Low Price
7290108351538,הום מבשם לבית בניחוח מרכך כביסה בלו בלוסום (₪6.50 ל-),Super-Pharm,6.5,6.5,Suspiciously Low Price
7290108351552,JET+ לניקוי כללי בתוספת חומץ לניקוי והברקה בקלות בניחוח לבנדר (₪1.85 ל-),Super-Pharm,1.85,6.875,Suspiciously Low Price
7290108351569,BABY מבשם ומרכך למייבש כביסה (₪2.65 ל-),Super-Pharm,2.65,10.274999999999999,Suspiciously Low Price
7290108351996,99.9% תרסיס חיטוי וניקוי בסביבת התינוק (₪2.12 ל-),Super-Pharm,2.12,8.51,Suspiciously Low Price
7290108352054,שיניים Pro-Hygienist 980 עם סיבים דקים ורכים במיוחד לניקוי עמוק בין השיניים+חוט דנטלי אריזת זוג (‫₪10.45 ליחידה‬),Super-Pharm,10.45,15.174999999999999,Suspected Unit Price (Keyword)
7290108352054,שיניים Pro-Hygienist 980 עם סיבים דקים ורכים במיוחד לניקוי עמוק בין השיניים+חוט דנטלי אריזת זוג (‫₪10.45 ליחידה‬),Good Pharm,19.9,15.174999999999999,Suspected Unit Price (Keyword)
7290108352078,פה PROTECTIVE SALT (‫₪5.18 ל-‬),Super-Pharm,5.18,19.9,Suspiciously Low Price
7290108352092,שיניים PROTECTIVE SALT (₪11.66 ל-),Good Pharm,9.9,11.66,Suspiciously Low Price
7290108352108,אורביטול משחת שיניים SHOCKING FRESH,Super-Pharm,9.9,9.9,Suspiciously Low Price
7290108352214,לכביסה FRESH BREEZE 40 קפסולות (₪0.90 ליחידה),Super-Pharm,0.9,0.9,Suspected Unit Price (Keyword)
7290108352221,הום מבשם לבית ולטקסטיל בניחוח מלון מפנק (₪3.71 ל-),Super-Pharm,3.71,3.71,Suspiciously Low Price
7290108352320,הום מבשם לבית ולטקסטיל בניחוח מלון בוטיק (‫₪3.71 ל-‬),Super-Pharm,3.71,7.305,Suspiciously Low Price
7290108352337,הום מבשם אויר מילוי למכשיר אוטומטי בניחוח מלון מפנק (₪6.76 ל-),Super-Pharm,6.76,6.76,Suspiciously Low Price
7290108352344,הום מבשם אויר מילוי למכשיר אוטומטי בניחוח מלון בוטיק (₪6.76 ל-),Super-Pharm,6.76,6.76,Suspiciously Low Price
7290108352535,בישום לחים למייבש הכביסה (₪0.75 ליחידה),Super-Pharm,0.75,6.825,Suspected Unit Price (Keyword)
7290108352535,בישום לחים למייבש הכביסה (₪0.75 ליחידה),Good Pharm,12.9,6.825,Suspected Unit Price (Keyword)
7290108352641,מיקרופייבר לניקוי כללי מארז שלישייה (₪5.30 ליחידה),Super-Pharm,5.3,5.3,Suspected Unit Price (Keyword)
7290108352672,מיקרופייבר לריצפה מארז צמד (₪10.45 ליחידה),Super-Pharm,10.45,10.45,Suspected Unit Price (Keyword)
7290108352825,סנו סושי - ספוג הפלא לניקוי נירוסטה 3 יח',Good Pharm,9.9,10.9,Suspiciously Low Price
7290108352894,סנו סושי - מפת שולחן חגיגית אקסטרה לארג',Good Pharm,8.9,8.9,Suspiciously Low Price
7290108353068,כריות קרצוף סיבי נירוסטה,Good Pharm,9.9,12.9,Suspiciously Low Price
7290108353259,ומרכך 2 ב-1 עם תמציות תפוח וזרעי צ'יה (₪1.99 ל-),Super-Pharm,1.99,5.945,Suspiciously Low Price
7290108353259,ומרכך 2 ב-1 עם תמציות תפוח וזרעי צ'יה (₪1.99 ל-),Good Pharm,9.9,5.945,Suspiciously Low Price
7290108353266,"כיף - 3 ב-1 לגבר מועשר באצות ים שמפו ג'ל רחצה סבון פנים 700 מ""ל",Good Pharm,9.9,9.9,Suspiciously Low Price
7290108353297,שמפו וג'ל רחצה לעור רגיש מועשר באלוורה 2 ב-1 (₪3.41 ל-),Super-Pharm,3.41,10.155,Suspiciously Low Price
7290108353310,שמפו וג'ל רחצה חימר שחור 2 ב-1 (₪3.41 ל-),Super-Pharm,3.41,16.9,Suspiciously Low Price
7290108353327,דיטוקס לניקוי עמוק עם תמציות אצות ים ומלפפון (₪1.99 ל-),Super-Pharm,1.99,9.9,Suspiciously Low Price
7290108353327,דיטוקס לניקוי עמוק עם תמציות אצות ים ומלפפון (₪1.99 ל-),Good Pharm,9.9,9.9,Suspiciously Low Price
7290108353365,פה ORTHO CARE לשמירה על בריאות השיניים והחניכיים במהלך טיפול אורתודנטי (₪5.18 ל-),Super-Pharm,5.18,12.54,Suspiciously Low Price
7290108353389,ג'וניור שטיפת פה לילדים 8+ (₪7.56 ל-),Super-Pharm,7.56,9.23,Suspiciously Low Price
7290108353402,שיניים עם סיבי פחם דקים במיוחד לניקוי עמוק ויסודי אקסטרא סופט אריזת זוג (₪10.45 ליחידה),Super-Pharm,10.45,15.475,Suspected Unit Price (Keyword)
7290108353402,שיניים עם סיבי פחם דקים במיוחד לניקוי עמוק ויסודי אקסטרא סופט אריזת זוג (₪10.45 ליחידה),Be Pharm,20.5,15.475,Suspected Unit Price (Keyword)
7290108353419,שיניים עם סיבי הלבנה ספירליים לשיניים לבנות יותר סופט אריזת זוג (₪10.45 ליחידה),Super-Pharm,10.45,15.475,Suspected Unit Price (Keyword)
7290108353419,שיניים עם סיבי הלבנה ספירליים לשיניים לבנות יותר סופט אריזת זוג (₪10.45 ליחידה),Be Pharm,20.5,15.475,Suspected Unit Price (Keyword)
7290108353433,פה PROTECT&FRESH לרעננות מתמשכת (₪4.18 ל-),Super-Pharm,4.18,4.18,Suspiciously Low Price
7290108353471,סנובון DESIGN ניחוח ספא,Super-Pharm,8.9,8.9,Suspiciously Low Price
7290108353488,סנובון DESIGN ניחוח סחלב פראי,Super-Pharm,8.9,8.9,Suspiciously Low Price
7290108353723,תחליב רחצה חימר תה ירוק,Super-Pharm,2.98,9.24,Suspiciously Low Price
7290108353815,SPA תחליב רחצה מדיטציה בניחוח פצ'ולי לבנדר (₪3.15 ל-),Super-Pharm,3.15,12.024999999999999,Suspiciously Low Price
7290108353891,רול און מאסק (₪19.87 ל-),Good Pharm,9.9,15.4,Suspiciously Low Price
7290108353907,רול און קלאסי (₪19.87 ל-),Good Pharm,9.9,15.4,Suspiciously Low Price
7290108353952,ספריי קלאסי (₪9.93 ל-),Good Pharm,9.9,9.93,Suspiciously Low Price
7290108353952,ספריי קלאסי (₪9.93 ל-),Super-Pharm,9.93,9.93,Suspiciously Low Price
7290108353969,ספריי מאסק (₪9.93 ל-),Good Pharm,9.9,9.93,Suspiciously Low Price
7290108353969,ספריי מאסק (₪9.93 ל-),Super-Pharm,9.93,9.93,Suspiciously Low Price
7290108353983,גוף קלאסי (₪5.18 ל-),Super-Pharm,5.18,24.9,Suspiciously Low Price
7290108353990,גוף מאסק (₪5.18 ל-),Super-Pharm,5.18,24.9,Suspiciously Low Price
7290108354034,ידיים חמאת שיאה וקוקוי (₪3.63 ל-),Super-Pharm,3.63,3.63,Suspiciously Low Price
7290108354065,ג'ל רחצה פילינג (₪3.41 ל-),Super-Pharm,3.41,16.9,Suspiciously Low Price
7290108354263,שיניים לילדים עם פלואוריד למניעת עששת חד קרן בטעם ענבים מרענן גילאי +6 (₪17.14 ל-),Good Pharm,8.0,12.5,Suspiciously Low Price
7290108354287,גוף עשיר - חמאת שיאה מורומורו וויטמין E (₪5.18 ל-),Super-Pharm,5.18,24.9,Suspiciously Low Price
7290108354294,גוף עשיר - חמאת שיאה שמן קוקוי וויטמין E (₪5.18 ל-),Super-Pharm,5.18,24.9,Suspiciously Low Price
7290108354409,רול און 4ב-1 POWDER (₪19.87 ל-),Good Pharm,9.9,14.885000000000002,Suspiciously Low Price
7290108354430,שמפו לשיקום והזנה עם שמן קוקוס וקרטין (₪1.99 ל-),Super-Pharm,1.99,5.945,Suspiciously Low Price
7290108354430,שמפו לשיקום והזנה עם שמן קוקוס וקרטין (₪1.99 ל-),Good Pharm,9.9,5.945,Suspiciously Low Price
7290108354447,לשיקום והזנה עם שמן קוקוס וקרטין (₪1.99 ל-),Super-Pharm,1.99,9.9,Suspiciously Low Price
7290108354447,לשיקום והזנה עם שמן קוקוס וקרטין (₪1.99 ל-),Good Pharm,9.9,9.9,Suspiciously Low Price
7290108354461,חימר לכל סוגי השיער (₪2.13 ל-),Super-Pharm,2.13,8.815,Suspiciously Low Price
7290108354478,חימר לכל סוגי השיער (₪2.13 ל-),Super-Pharm,2.13,8.815,Suspiciously Low Price
7290108354485,10 שמן ארגן (₪2.13 ל-),Super-Pharm,2.13,6.0649999999999995,Suspiciously Low Price
7290108354492,10 שמן ארגן (₪2.13 ל-),Super-Pharm,2.13,6.0649999999999995,Suspiciously Low Price
7290108354560,ג'ל ניקוי לפנים לכל סוגי העור (₪8.83 ל-),Super-Pharm,8.83,13.9,Suspiciously Low Price
7290108354584,ספריי 4ב-1 POWDER (₪9.93 ל-),Good Pharm,9.9,9.915,Suspiciously Low Price
7290108354584,ספריי 4ב-1 POWDER (₪9.93 ל-),Super-Pharm,9.93,9.915,Suspiciously Low Price
7290108354591,7 BIO תחליב רחצה מי קקטוס ושמן באבאסו (₪1.73 ל-),Super-Pharm,1.73,7.315,Suspiciously Low Price
7290108354614,מרכך נקה 7 ביו מי קקטוס,Good Pharm,9.9,11.55,Suspiciously Low Price
7290108354652,לניקוי ורענון שטיחים וריפודים בניחוח מרכך כביסה (₪4.15 ל-),Super-Pharm,4.15,14.024999999999999,Suspiciously Low Price
7290108354706,רחצה בניחוח מאסק (₪2.98 ל-),Super-Pharm,2.98,10.0,Suspiciously Low Price
7290108354867,ספריי 4ב-1 FRESH (₪9.93 ל-),Good Pharm,9.9,9.915,Suspiciously Low Price
7290108354867,ספריי 4ב-1 FRESH (₪9.93 ל-),Super-Pharm,9.93,9.915,Suspiciously Low Price
7290108354911,שמפו וג'ל רחצה וגילוח 3 ב-1 מועשר בתמצית אלוורה (₪3.41 ל-),Super-Pharm,3.41,16.9,Suspiciously Low Price
7290108354997,ספריי 4ב-1 DREAM (₪9.93 ל-),Good Pharm,9.9,9.915,Suspiciously Low Price
7290108354997,ספריי 4ב-1 DREAM (₪9.93 ל-),Super-Pharm,9.93,9.915,Suspiciously Low Price
7290108355017,"נקה 7 - מרכך לשיער מיניונים 750 מ""ל",Good Pharm,9.9,9.9,Suspiciously Low Price
7290108355055,לחות עם גלייז (₪7.72 ל-),Super-Pharm,7.72,19.81,Suspiciously Low Price
7290108355062,לחות עם קרטין (₪7.72 ל-),Super-Pharm,7.72,19.81,Suspiciously Low Price
7290108355079,לחות עם שמן קוקוס (₪7.72 ל-),Super-Pharm,7.72,29.9,Suspiciously Low Price
7290108355123,SENSITIVE קרם גוף לפני השינה (₪5.18 ל-),Super-Pharm,5.18,5.18,Suspiciously Low Price
7290108355147,7 תחליב רחצה שמני הזנה (₪1.73 ל-),Super-Pharm,1.73,1.73,Suspiciously Low Price
7290108355178,ידיים מזין חמאת שיאה וקוקוי לעור יבש,Super-Pharm,7.9,10.0,Suspiciously Low Price
7290108355192,אינטנס מרכך קרטין טהור מונע קשקשים (₪7.72 ל-),Super-Pharm,7.72,29.9,Suspiciously Low Price
7290108355208,אינטנס שמפו קרטין טהור מונע קשקשים (‫₪7.72 ל-‬),Super-Pharm,7.72,29.9,Suspiciously Low Price
7290108355260,נקה 7 שמפו+ג'ל רחצה+סבון,Good Pharm,9.9,16.5,Suspiciously Low Price
7290108355277,"נקה 7 - שמפו ומרכך לגבר 2 ב-1 750 מ""ל",Good Pharm,9.9,9.9,Suspiciously Low Price
7290108355307,נקה 7 שמפו לסירוק קל,Be Pharm,9.9,11.9,Suspiciously Low Price
7290108355314,נקה 7 מרכך לסירוק קל,Be Pharm,9.9,9.9,Suspiciously Low Price
7290108355314,נקה 7 מרכך לסירוק קל,Good Pharm,9.9,9.9,Suspiciously Low Price
7290108355451,רול און ורד ווניל (₪19.87 ל-),Good Pharm,9.9,15.4,Suspiciously Low Price
7290108355482,רול און לבנדר ומגנוליה (₪19.87 ל-),Good Pharm,9.9,15.4,Suspiciously Low Price
7290108355536,ספריי ורד וניל (₪9.93 ל-),Good Pharm,9.9,9.93,Suspiciously Low Price
7290108355536,ספריי ורד וניל (₪9.93 ל-),Super-Pharm,9.93,9.93,Suspiciously Low Price
7290108355758,ספריי 4ב-1 BLOSSOM (₪9.93 ל-),Good Pharm,9.9,9.915,Suspiciously Low Price
7290108355758,ספריי 4ב-1 BLOSSOM (₪9.93 ל-),Super-Pharm,9.93,9.915,Suspiciously Low Price
7290108355765,ספריי לבנדר ואקליפטוס (₪9.93 ל-),Super-Pharm,9.93,13.715,Suspiciously Low Price
7290108355772,"קרמה - דאודורנט רול און לאישה 4 ב-1 ניחוח רענן 75 מ""ל",Good Pharm,9.9,10.9,Suspiciously Low Price
7290108355789,קרמה דאודורנט רול און 4ב-1 דרים,Good Pharm,9.9,12.4,Suspiciously Low Price
7290108355796,קרמה דאודורנט רול און 4ב-1 בלוסום,Good Pharm,9.9,10.9,Suspiciously Low Price
7290108355802,רחצה ורד ווניל (₪2.84 ל-),Super-Pharm,2.84,11.67,Suspiciously Low Price
7290108355888,7 תחליב רחצה קלאסי מועשר בלחות לעור רך וקטיפתי (₪1.73 ל-),Super-Pharm,1.73,9.9,Suspiciously Low Price
7290108355888,7 תחליב רחצה קלאסי מועשר בלחות לעור רך וקטיפתי (₪1.73 ל-),Good Pharm,9.9,9.9,Suspiciously Low Price
7290108355925,ניקוי לפנים לכל סוגי העור (₪8.83 ל-),Super-Pharm,8.83,13.9,Suspiciously Low Price
7290108355956,ג'ל פילינג לפנים לעור מעורב ושמן (₪8.83 ל-),Super-Pharm,8.83,13.9,Suspiciously Low Price
7290108356014,רחצה בניחוח גלידת מסקרפונה ופירות יער (₪1.99 ל-),Super-Pharm,1.99,1.99,Suspiciously Low Price
7290108356021,רחצה בניחוח גלידת קרם עוגיות (₪1.99 ל-),Super-Pharm,1.99,7.945,Suspiciously Low Price
7290108356083,רחצה בניחוח גלידת סורבה מנגו (₪1.99 ל-),Super-Pharm,1.99,1.99,Suspiciously Low Price
7290108356090,ג'ל לשטיפה אינטימית (₪9.50 ל-),Super-Pharm,9.5,17.0,Suspiciously Low Price
7290108356106,רחצה חלב שקדים (₪1.99 ל-),Super-Pharm,1.99,7.945,Suspiciously Low Price
7290108356113,רחצה חלב ודבש (₪1.99 ל-),Super-Pharm,1.99,9.9,Suspiciously Low Price
7290108356113,רחצה חלב ודבש (₪1.99 ל-),Good Pharm,9.9,9.9,Suspiciously Low Price
7290108356137,"כיף - תחליב רחצה לבנדר 700 מ""ל",Good Pharm,9.9,9.9,Suspiciously Low Price
7290108356168,רחצה אוקיינוס (₪1.99 ל-),Super-Pharm,1.99,9.9,Suspiciously Low Price
7290108356168,רחצה אוקיינוס (₪1.99 ל-),Good Pharm,9.9,9.9,Suspiciously Low Price
7290108356274,מוס רחצה בניחוח תותים ושמנת (₪9.27 ל-),Super-Pharm,9.27,9.9,Suspiciously Low Price
7290108356274,מוס רחצה בניחוח תותים ושמנת (₪9.27 ל-),Good Pharm,9.9,9.9,Suspiciously Low Price
7290108356298,מוס רחצה בניחוח קרם עוגיות (₪9.27 ל-),Super-Pharm,9.27,9.9,Suspiciously Low Price
7290108356298,מוס רחצה בניחוח קרם עוגיות (₪9.27 ל-),Good Pharm,9.9,9.9,Suspiciously Low Price
7290108356489,רחצה אפרסק וחמאת מורומורו (₪1.99 ל-),Super-Pharm,1.99,9.9,Suspiciously Low Price
7290108356489,רחצה אפרסק וחמאת מורומורו (₪1.99 ל-),Good Pharm,9.9,9.9,Suspiciously Low Price
7290108356496,כיף אל סבון קטיפתי מועשר בשמן מקדמיה 500,Super-Pharm,8.9,8.9,Suspiciously Low Price
7290108356519,10 לשיער רגיל (₪2.13 ל-),Super-Pharm,2.13,10.0,Suspiciously Low Price
7290108356526,שמפו 10 לשיער יבש,Super-Pharm,9.9,10.0,Suspiciously Low Price
7290108356564,10 לשיער רגיל (₪2.13 ל-),Super-Pharm,2.13,10.0,Suspiciously Low Price
7290108356601,שמפו לשיער מתולתל לטיפוח השיער בשיטת CG (₪7.72 ל-),Super-Pharm,7.72,29.9,Suspiciously Low Price
7290108356618,מרכך לשיער מתולתל לטיפוח השיער בשיטת CG (₪7.72 ל-),Super-Pharm,7.72,29.9,Suspiciously Low Price
7290108356649,קרם לחות לשיער מתולתל לטיפוח השיער בשיטת CG (₪5.97 ל-),Super-Pharm,5.97,25.6,Suspiciously Low Price
7290108356670,אורביטול משחת שיניים PROTECTIVE SALT 30,Super-Pharm,5.9,5.9,Suspiciously Low Price
7290108356694,אורביטול - משחת שיניים מוקטנת לנסיעות 30 גרם,Good Pharm,4.9,4.9,Suspiciously Low Price
7290108356717,3 ב-1 שמפו ג'ל רחצה וסבון פנים ULTRA POWER בניחוח עוצמתי מועשר בקפאין (₪1.99 ל-),Super-Pharm,1.99,9.9,Suspiciously Low Price
7290108356717,3 ב-1 שמפו ג'ל רחצה וסבון פנים ULTRA POWER בניחוח עוצמתי מועשר בקפאין (₪1.99 ל-),Good Pharm,9.9,9.9,Suspiciously Low Price
7290108356724,3 ב-1 שמפו ג'ל רחצה וסבון פנים COOL SPORT בניחוח מרענן מועשר באלוורה (₪1.99 ל-),Super-Pharm,1.99,9.9,Suspiciously Low Price
7290108356724,3 ב-1 שמפו ג'ל רחצה וסבון פנים COOL SPORT בניחוח מרענן מועשר באלוורה (₪1.99 ל-),Good Pharm,9.9,9.9,Suspiciously Low Price
7290108356779,ברק טבעי חומץ תפוחים (₪1.99 ל-),Super-Pharm,1.99,7.945,Suspiciously Low Price
7290108356786,ברק טבעי חומץ תפוחים (₪1.99 ל-),Super-Pharm,1.99,9.9,Suspiciously Low Price
7290108356786,ברק טבעי חומץ תפוחים (₪1.99 ל-),Good Pharm,9.9,9.9,Suspiciously Low Price
7290108356939,"נקה 7 - שמפו שמן קיק וארגן, 750 מ""ל",Good Pharm,9.9,9.9,Suspiciously Low Price
7290108356946,"נקה 7 - מרכך שמן קיק וארגן 750 מ""ל",Good Pharm,9.9,9.9,Suspiciously Low Price
7290108356953,שמפו לחות מוגברת פרוטאין,Good Pharm,9.9,11.55,Suspiciously Low Price
7290108356960,מרכך לחות מוגברת פרוטאין,Good Pharm,9.9,11.55,Suspiciously Low Price
7290108356977,"נקה 7 - שמפו משקם שמן קוקוס וקרטין, 750 מ""ל",Good Pharm,9.9,9.9,Suspiciously Low Price
7290108356984,"נקה 7 - מרכך שמן קוקוס וקרטין, 750 מ""ל",Good Pharm,9.9,9.9,Suspiciously Low Price
7290108356991,רחצה מלפפון ואלוורה (₪3.15 ל-),Super-Pharm,3.15,8.525,Suspiciously Low Price
7290108357004,ורד ושמן קוקוי לרכות וברק (₪1.99 ל-),Super-Pharm,1.99,7.945,Suspiciously Low Price
7290108357011,ורד ושמן קוקוי לרכות וברק (₪1.99 ל-),Super-Pharm,1.99,7.945,Suspiciously Low Price
7290108357028,ושמן קוקוי תחליב רחצה (₪1.99 ל-),Super-Pharm,1.99,1.99,Suspiciously Low Price
7290108357066,BIO אסאי דאו ספריי Soft Peony (₪9.93 ל-),Super-Pharm,9.93,10.9,Suspiciously Low Price
7290108357073,BIO דאו ספריי Citrus Blossoms (₪9.93 ל-),Super-Pharm,9.93,10.9,Suspiciously Low Price
7290108357080,BIO דאו ספריי Secret Garden (₪9.93 ל-),Super-Pharm,9.93,10.415,Suspiciously Low Price
7290108357097,BIO דאו ספריי Velvet Rose (₪9.93 ל-),Super-Pharm,9.93,10.9,Suspiciously Low Price
7290108357103,BIO אסאי דאו ספריי White Flower (₪9.93 ל-),Super-Pharm,9.93,10.9,Suspiciously Low Price
7290108357165,לחות הקסם לעיצוב תלתלים מושלמים (₪6.83 ל-),Super-Pharm,6.83,19.9,Suspiciously Low Price
7290108357189,ומרכך למייבש כביסה FLORAL TOUCH (₪2.65 ל-),Super-Pharm,2.65,2.65,Suspiciously Low Price
7290108357264,הום מבשם אויר מילוי למכשיר אוטומטי בניחוח מרכך כביסה אולטרה פרש (₪6.76 ל-),Super-Pharm,6.76,6.76,Suspiciously Low Price
7290108357295,אוקסיג'ן POWER מסיר כתמים עוצמתי לכביסה לבנה (₪2.39 ל-),Super-Pharm,2.39,10.145,Suspiciously Low Price
7290108357301,K300 לקטילה מיידית ומתמשכת (₪4.63 ל-),Super-Pharm,4.63,8.265,Suspiciously Low Price
7290108357387,ורענון ריפודים בניחוח מרכך כביסה (₪4.78 ל-),Super-Pharm,4.78,12.34,Suspiciously Low Price
7290108357394,רחצה חלב ודבש (₪2.84 ל-),Super-Pharm,2.84,11.67,Suspiciously Low Price
7290108357417,גוף ורד ווניל (₪5.18 ל-),Super-Pharm,5.18,24.9,Suspiciously Low Price
7290108357448,גוף לבנדר ואקליפטוס (₪5.18 ל-),Super-Pharm,5.18,16.04,Suspiciously Low Price
7290108357530,רול און מלפפון ואלוורה (₪19.87 ל-),Good Pharm,9.9,15.4,Suspiciously Low Price
7290108357585,ספריי מלפפון אלוורה (₪9.93 ל-),Super-Pharm,9.93,9.93,Suspiciously Low Price
7290108357615,"קרמה - דאודורנט רול און לאישה אפרסק 75 מ""ל",Good Pharm,9.9,9.9,Suspiciously Low Price
7290108357639,BIO אסאי דאו ספריי Fresh Cucumber (₪9.93 ל-),Super-Pharm,9.93,10.9,Suspiciously Low Price
7290108357653,סבון ג'ל לאסלה בניחוח אוקינוס (₪5.97 ליחידה),Super-Pharm,5.97,5.97,Suspected Unit Price (Keyword)
7290108357691,רחצה לעור רגיש מועשר בשיבולת שועל (₪1.99 ל-),Super-Pharm,1.99,1.99,Suspiciously Low Price
7290108357707,כיף שמפו לשיער רגיל,Good Pharm,9.9,13.9,Suspiciously Low Price
7290108357769,כיף מרכך לשיער רגיל,Good Pharm,9.9,13.9,Suspiciously Low Price
7290108357851,ג'ל רחצה Elixir Oils מועשר בשמן קוקוס (₪1.99 ל-),Super-Pharm,1.99,7.945,Suspiciously Low Price
7290108357875,לחות מוגברת אפרסק וחמאת מורומורו (₪1.99 ל-),Super-Pharm,1.99,9.9,Suspiciously Low Price
